Datetime,NET MW,ECO O/L FG TEMP,AH O/L FG TEMP,AH I/L PA TEMP,AH O/L PA TEMP,AH I/L SECAIR TEMP,AH O/L SECAIR TEMP,ECO O/L FG ANALR 1 PRB O2 DNSTY 1 VLU,ECO O/L FG ANALR 1 PRB O2 DNSTY 2 VLU,ECO O/L FG ANALR 2 PRB O2 DNSTY 1 VLU,ECO O/L FG ANALR 2 PRB O2 DNSTY 2 VLU,ECO O/L FG PRS,AH O/L FG PRS,PAF A O/L AIR PRS,PAF B O/L AIR PRS,HPA PRS SETP BIAS PV,FDF A O/L AIR PRS,FDF B O/L AIR PRS,AH O/L SECAIR PRS,AH RTDRV CURR,B-SB STM FLW,B-SB STM TEMP,AH SOOTBLOWER HOT SIDE RETRACTED,AH SOOTBLOWER COLD SIDE RETRACTED,AH GDBRG TEMP,AH SPT BRG TEMP,AH SECAIR BYP CDPR CDRV POSN FDBK
4/7/2025 2:00,494.7,330.4062,112.4125,45.5,299.75,33.4,310.5938,2.3672,3.8406,3.9922,3.4937,-0.9872,-3.179,13.716,13.5957,11.9608,2.7406,2.7774,1.1981,28.275,0.879,283.08,1,1,47.35,34.3812,0
4/7/2025 2:30,496.6125,329.6875,112.15,45.7875,299.05,33.5875,309.875,2.3078,3.5734,3.7078,3.3187,-0.9864,-3.1905,13.9159,13.8005,12.1071,2.6715,2.6982,1.1648,28.3062,0.845,284.26,1,1,47.8062,34.5562,0
4/7/2025 3:00,498.4187,329.75,111.9,45.8312,299.025,33.6625,309.8438,2.3609,3.4922,3.5844,3.1453,-1.0021,-3.222,13.9175,13.82,12.0885,2.6864,2.7131,1.1863,29.4562,0.774,274.74,1,1,48.3187,34.5812,0
4/7/2025 3:30,496.5062,328.625,112.375,45.9688,299,33.85,309.5938,2.3141,3.4297,3.65,3.2422,-1.0568,-3.3395,13.7745,13.6656,11.9834,2.6969,2.7257,1.1143,29.3937,9.369,291.54,1,1,48.8375,34.6812,0
4/7/2025 4:00,495.6562,329.4062,111.95,45.5938,299,33.4813,309.9062,2.2906,3.4828,3.6719,3.3125,-0.9579,-3.2,13.8476,13.7778,12.0691,2.7262,2.7564,1.1349,29.15,3.681,289.2,1,0,49.3937,34.6688,0
4/7/2025 4:30,496.825,328.6875,111.25,45.2937,298.5,33.2625,309.4688,2.4031,3.7078,3.8859,3.2188,-1.01,-3.226,13.768,13.6689,12.055,2.6763,2.7069,1.1933,27.725,2.909,291.06,1,0,49.6125,34.75,0
4/7/2025 5:00,467.7125,326.25,112.15,45.0938,297.925,33.275,307.9062,2.4078,3.8672,4.1531,3.3891,-1.0061,-3.0345,13.5551,13.4462,11.9312,2.451,2.4816,1.0524,29.0562,3.172,302.12,1,0,49.7312,34.9188,0
4/7/2025 5:30,502.0312,330.5625,111.4875,44.6937,297.75,32.9562,309.3438,2.1672,3.7078,3.7266,3.0875,-1.0743,-3.2695,13.7712,13.6656,12.0099,2.6824,2.7148,1.1322,29.4625,0.819,298.92,1,0,49.8812,34.9188,1.7
4/7/2025 6:00,465.0563,329.9062,112.5125,44.8937,300.85,33.0938,310.5938,2.4609,3.9984,4.0984,3.5437,-0.9523,-3.0475,13.6104,13.5226,12.0216,2.5249,2.5516,1.1165,28.3312,0.769,292.38,1,0,43.8312,34.9875,5.55
4/7/2025 6:30,312.7999,318.3438,115.375,45.3312,300.525,33.7313,304,3.725,5.6766,5.5016,4.6641,-0.7191,-1.8265,12.689,12.5834,11.7711,1.2719,1.2947,0.8258,29.8187,0.734,291.7,1,1,47.2625,35.1375,59.4
4/7/2025 7:00,272.1062,298.7188,122.4875,45.725,285.6,34.6125,287.1875,3.8234,5.4297,5.4328,4.6297,-0.6517,-1.832,12.832,12.7459,11.7291,1.8971,1.9273,1.251,28.3375,0.738,258.1,1,1,49.1687,35.1125,24.6125
4/7/2025 7:30,270.725,293.5625,115.05,45.875,280,34.7562,282.3125,3.6781,5.3812,5.4734,4.8656,-0.6937,-1.933,12.9165,12.8564,11.8592,1.8849,1.9137,1.2523,28.9875,0.789,258.34,1,1,49.775,35.15,40.4312
4/7/2025 8:00,271.3624,292.75,116.475,46.125,280.05,35.0875,280.75,3.7016,5.4484,5.5375,5.1562,-0.6946,-1.968,13.0221,12.9457,11.8643,1.8626,1.8897,1.2624,28.9562,0.728,254.12,1,1,43.5125,35.2437,45.7375
4/7/2025 8:30,270.725,292.9688,117.075,46.85,280.2,35.8375,280.5,3.7672,5.4953,5.5781,5.0766,-0.6933,-1.9925,12.9782,12.8807,11.7323,1.8967,1.9264,1.2523,29.3687,0.806,253.98,1,1,47.2,35.4125,43.3625
4/7/2025 9:00,270.8312,292.5938,116.15,47.4437,279.85,36.3625,280.5312,3.8016,5.4031,5.5031,4.8875,-0.674,-1.9915,13.1375,13.0449,11.9206,1.9133,1.9378,1.2764,29.375,3.08,268.08,1,0,48.8375,35.3687,42.675
4/7/2025 9:30,264.35,293.1562,116.1375,47.9062,280.25,36.9375,280.875,3.8828,5.5609,5.5797,4.8297,-0.6758,-1.898,12.9392,12.8515,11.8251,1.8862,1.9168,1.2556,29.3563,2.985,268.04,1,0,49.8562,35.4875,40.3687
4/7/2025 10:00,275.7188,294.7812,115.625,48.0687,280.45,37.3187,282.0625,3.7625,5.4,5.6906,4.8672,-0.7103,-1.957,12.988,12.8824,11.7395,1.9181,1.9413,1.2554,28.3062,0.782,266.22,1,0,44.5938,35.6875,36.6625
4/7/2025 10:30,274.975,295.375,115.3375,48.2437,281.15,37.1937,283,3.7953,5.4703,5.4672,4.8453,-0.6871,-1.952,12.988,12.8937,11.8138,1.9378,1.9641,1.2502,28.45,0.828,255.34,1,0,48.2937,35.5625,36.4437
4/7/2025 11:00,273.4874,296.0312,115.7,48.1437,281.9,36.8937,283.7188,3.475,5.4844,5.5922,4.7547,-0.7764,-2.0795,12.9571,12.8743,11.7585,1.8945,1.9168,1.2031,29.9062,18.948,263.52,1,0,49.7687,35.6688,36.9
4/7/2025 11:30,268.0687,298.7812,116.05,47.9062,283.125,36.9813,285.0625,4.0609,5.6422,5.6219,4.9531,-0.6521,-1.9035,13.1001,13.0173,11.8815,1.9903,2.0209,1.3261,29.775,0.87,259.6,1,1,42.8687,35.6,35.1688
4/7/2025 12:00,267.5375,298.6562,115.6,48.0687,283.125,37.0312,285.1562,3.7516,5.5125,5.6422,4.9812,-0.6954,-1.962,12.9149,12.832,11.8227,1.9623,1.9916,1.2983,31.0938,0.806,253.02,1,1,46.0437,35.675,34.925
4/7/2025 12:30,267.9625,298.5,115.6375,48.075,283.4,37.1063,285.375,3.8172,5.3672,5.5266,4.8797,-0.7422,-2.0125,12.9214,12.8223,11.7974,1.8923,1.9229,1.2101,29.4562,0.835,249.24,1,1,46.9812,35.5562,33.7687
4/7/2025 13:00,267.8562,299.0938,115.6125,48.075,283.775,37.0312,285.9375,3.8984,5.4937,5.4672,4.7359,-0.7217,-2.0105,12.9441,12.858,11.7447,1.9404,1.9667,1.2506,29.4437,0.774,248,1,1,47.1187,35.5187,32.5
4/7/2025 13:30,267.75,299.4688,115.625,48.425,284.25,37.2938,286.5,3.6672,5.2531,5.5828,4.9828,-0.6985,-2.032,13.0839,12.9831,11.8761,1.9426,1.9737,1.2488,31.1187,2.242,256.66,1,1,46.7687,35.4062,30.375
4/7/2025 14:00,267.4313,299.8438,114.9625,48.5687,284.3,37.3875,286.9375,3.7766,5.6141,5.6797,5.0516,-0.6845,-1.9275,12.9571,12.8694,11.8001,1.9308,1.9597,1.3068,29.9813,3.14,264.26,1,0,46.4437,35.3812,31.0875
4/7/2025 14:30,267.75,301.1562,115.125,48.5125,285.2,37.4062,287.7812,3.7312,5.4812,5.6344,4.8687,-0.6766,-1.8595,12.9344,12.8531,11.7784,1.9461,1.9767,1.3057,28.325,3.076,264.04,1,0,46.1625,35.3125,30.8812
4/7/2025 15:00,268.7062,301.6562,115.525,48.1125,285.9,37.0562,288.5625,3.9391,5.6516,5.5266,4.5234,-0.6906,-1.889,12.9116,12.7767,11.6939,1.9571,1.9837,1.3057,30.5687,0.778,256.66,1,0,45.7375,35.275,30.6
4/7/2025 15:30,450.6062,321.4062,111.1625,47.9125,290.275,35.9562,302.2812,2.8969,4.6,4.8203,3.6219,-1.0034,-3.3915,14.1369,14.054,12.1634,3.1169,3.1558,1.4418,28.3687,5.63,233.28,1,0,45,35.15,0
4/7/2025 16:00,495.2312,342.875,113.45,47.5562,307.275,35.4937,318.8125,2.1359,3.4891,3.8031,3.1562,-1.0494,-3.3165,13.9126,13.8249,12.0939,2.7144,2.7476,1.1458,28.85,18.843,249.7,1,1,44.25,35.0062,0
4/7/2025 16:30,495.7625,351.8125,118.075,47.6125,315.375,35.5438,326.6562,2.3094,3.4734,3.6484,3.075,-1.0524,-3.3505,13.6542,13.5567,11.9475,2.7857,2.8238,1.1972,29.9562,16.808,291.82,1,1,43.5437,34.9875,0
4/7/2025 17:00,496.6125,348.125,118.6875,47.2687,314.95,35.2375,326,2.2984,3.3031,3.8109,3.5391,-1.0069,-3.311,13.7924,13.6412,12.0379,2.857,2.8898,1.2672,28.2812,11.412,296.5,1,1,42.9937,34.8875,0
4/7/2025 17:30,495.4437,344.75,117.6,46.95,312.5,34.9312,324.1562,2.4953,3.5406,3.9437,3.5469,-1.0131,-3.3345,13.9403,13.7875,12.1379,2.8539,2.8977,1.269,27.7625,8.579,297.62,1,1,42.4812,34.7125,0
4/7/2025 18:00,497.25,343.5938,116.9125,46.4625,310.525,34.4875,322.1875,2.2062,3.1969,3.7562,3.6391,-1.0887,-3.3575,13.7843,13.6868,12.0171,2.7708,2.8133,1.1823,28.325,0.68,295.44,1,1,42.0938,34.65,0
4/7/2025 18:30,497.3562,343.6562,115.725,46.0562,309.45,33.9813,321.5312,2.3125,3.4766,3.8672,3.6172,-1.024,-3.29,13.8395,13.7599,12.0212,2.7896,2.8259,1.213,27.8,2.726,296.74,1,0,41.7062,34.55,0
4/7/2025 19:00,494.275,343.4688,114.8375,46.1937,309.275,34.0125,321.25,2.1812,3.6187,3.9375,3.2922,-1.0603,-3.268,13.833,13.7387,12.0353,2.5954,2.6299,1.1274,27.7188,2.747,293.66,1,0,41.6687,34.4312,0
4/7/2025 19:30,495.975,344.3125,114.8125,46.0562,309.375,33.975,321.5938,2.3094,3.5484,3.6641,3.425,-1.0682,-3.2845,13.8021,13.6932,12.0795,2.6829,2.7196,1.1333,28.9,2.481,292.88,1,0,41.8312,34.3625,0
4/7/2025 20:00,496.5062,344.5938,115,46.2,309.925,34.1312,322.1562,2.3375,3.3484,3.65,3.4484,-0.9514,-3.182,13.8769,13.7924,12.151,2.7354,2.7752,1.2023,29.7188,0.827,280.14,1,0,42.225,34.3125,0
4/7/2025 20:30,496.7188,345.2812,115.3125,46.25,310.55,34.15,322.8438,2.3547,3.6781,3.7344,3.4734,-1.024,-3.257,13.8232,13.7387,12.0329,2.7288,2.7642,1.1749,29.0187,0.921,273.12,1,0,42.675,34.3187,0
4/7/2025 21:00,496.0813,345.8438,115.9,46.3125,311.4,34.1812,323.4062,1.9781,3.8062,3.9562,3.4375,-1.0319,-3.248,13.7046,13.6185,12.0106,2.696,2.7306,1.1425,29.3687,0.967,267.68,1,1,43.0375,34.2313,0
4/7/2025 21:30,496.4,346.3438,115.9125,46.125,311.8,34.075,324,2.0609,3.5938,3.8906,3.1516,-0.9719,-3.201,13.9419,13.8395,12.1042,2.6404,2.6684,1.113,29.9688,0.733,263.92,1,1,43.4125,34.2313,0
4/7/2025 22:00,496.6125,346.5,116.35,46.1937,312.225,34.1063,324.25,2.0094,3.5969,3.8391,3.4125,-0.9995,-3.2355,13.8801,13.7859,12.0578,2.6544,2.682,1.1408,29.2812,0.753,283.96,1,1,43.95,34.2687,0
4/7/2025 22:30,488.9625,347.0312,116.0875,46,312.5,33.875,324.75,2.2437,3.6047,3.7672,3.4453,-1.0279,-3.2235,13.6087,13.4934,11.9004,2.6588,2.6877,1.118,27.8,0.778,270.54,1,1,44.6562,34.2375,0
4/7/2025 23:00,494.1687,347.25,115.9,45.975,312.725,33.7875,324.8125,2.2125,3.6547,3.7406,3.0719,-1.0109,-3.264,13.8915,13.7907,12.0906,2.6461,2.6741,1.1371,28.3438,2.217,282.24,1,1,45.5437,34.2562,0
4/7/2025 23:30,497.25,341.9062,115.5375,45.7375,309.85,33.6688,321.5312,2.2062,3.5469,3.6828,3.0203,-1.0761,-3.285,13.8216,13.7209,12.0726,2.6116,2.6422,1.0601,28.8875,2.726,294.94,1,0,46.3312,34.2437,0
4/8/2025 0:00,461.7625,334.375,114.15,45.7625,305.7,33.6937,316.2812,2.3328,3.75,3.9672,3.5781,-0.9859,-3.0205,13.573,13.4706,11.8463,2.4322,2.4562,1.0555,28.575,2.838,297,1,0,47.1875,34.275,0
4/8/2025 0:30,345.7374,322.6562,118.425,45.9875,302.8,34.1187,308.75,2.8703,4.9,5.1484,4.1562,-0.7886,-2.2205,13.0904,12.9799,11.923,1.6289,1.6591,0.8418,29.4062,0.781,305.8,1,0,47.7375,34.2938,31.6937
4/8/2025 1:00,392.4874,316.625,112.85,45.7375,295.125,33.7687,302.8125,2.6609,4.4234,4.5781,3.6891,-0.9181,-2.5825,13.3097,13.222,11.81,1.9194,1.9457,0.8802,29.8563,0.86,300.12,1,0,48.4125,34.2812,21.05
4/8/2025 1:30,440.1937,325.9688,111.4875,45.6937,298.625,33.6625,308.4062,2.4734,3.9344,4.2703,3.6062,-0.9177,-2.856,13.573,13.4706,11.7518,2.3044,2.3311,1.0279,29.2125,0.675,302.02,1,1,49.0938,34.4188,10.9937
4/8/2025 2:00,441.3624,329.625,112.9625,45.7375,301.75,33.625,311.625,2.4094,4.2469,4.5687,3.7437,-0.8516,-2.8395,13.6672,13.5925,11.9976,2.3994,2.4291,1.129,28.15,2.69,299.74,1,1,49.5687,34.5,10.0062
4/8/2025 2:30,297.2875,323.0312,119.6875,46.1687,306.175,34.5125,308.125,3.2219,5.0094,5.8297,4.2328,-0.6884,-1.806,12.7572,12.6792,11.7756,1.3411,1.3625,0.8477,30.5938,0.757,292.88,1,1,42.2062,34.6437,50.4625
4/8/2025 3:00,265.9437,306.25,121.1,46.1375,290.55,34.9312,292.5,3.2547,5.7922,5.7953,4.1578,-0.7226,-1.831,12.806,12.715,11.6914,1.653,1.6771,1.0609,29.1875,0.784,264.5,1,1,46.5938,34.6875,19.2188
4/8/2025 3:30,265.5187,301.7812,115.4375,46.075,286.425,34.7188,289.1875,3.3516,5.7719,5.7531,4.4141,-0.6464,-1.8165,13.0384,12.9474,11.8003,1.7554,1.7803,1.1793,27.8312,0.721,263.1,1,1,48.9812,34.825,32.5938
4/8/2025 4:00,372.9375,313.8438,109.675,45.8062,289.5,33.8312,297.2188,2.8531,4.95,4.9281,3.9859,-0.8035,-2.4625,13.3357,13.2626,11.8382,2.0367,2.0642,1.0476,29.9813,3.147,286.26,1,0,42.025,34.9312,30.5312
4/8/2025 4:30,441.7875,332.5938,112.3125,45.5437,302.4,33.4813,312.5312,2.4047,4.1562,4.4969,3.7016,-0.9422,-2.8965,13.4251,13.3228,11.7887,2.3508,2.374,1.0367,30.5438,2.917,305.4,1,0,47.0312,35.075,11.2312
4/8/2025 5:00,441.15,335.0938,114.0125,45.5375,306.05,33.5,316.1562,2.2297,3.8422,4.3281,3.4375,-0.9094,-2.825,13.5437,13.417,11.8337,2.2594,2.2856,1.006,27.7562,2.876,302.56,1,0,49.3062,35.25,6.9625
4/8/2025 5:30,440.6188,334.3125,114.0875,45.5125,306.075,33.3687,316.25,2.5109,3.9625,4.1687,3.45,-0.8963,-2.8685,13.4462,13.3601,11.8843,2.339,2.3683,1.0741,29.9125,9.212,303.78,1,0,42.8562,35.3563,3.8312
4/8/2025 6:00,442,331.4062,113.2625,45.4875,304.725,33.4062,314.8125,2.4406,4.2219,4.5203,3.4516,-0.9041,-2.869,13.4462,13.3357,11.806,2.3552,2.3884,1.08,29.3625,5.811,303.2,1,0,47.7812,35.3937,4.0562
4/8/2025 6:30,441.0437,328.9688,113.0125,45.9875,302.7,33.825,312.625,2.4156,4.0812,4.2859,3.6062,-0.9186,-2.819,13.3049,13.2106,11.6869,2.3071,2.332,1.0213,28.2938,0.817,290.2,1,1,49.8687,35.6437,3.1562
4/8/2025 7:00,439.9812,329.3125,112.8875,45.8062,302.375,33.8125,312.5,2.4984,4.1391,4.1437,3.4469,-0.8884,-2.869,13.4836,13.3845,11.8423,2.3574,2.3858,1.027,29.9312,0.814,282.3,1,1,45.25,35.6875,3.7437
4/8/2025 7:30,441.7875,330.0938,113.0875,45.975,302.775,34.0312,312.875,2.5375,4.2672,4.4859,3.4531,-0.8761,-2.858,13.3926,13.287,11.8202,2.3622,2.395,1.0227,30.225,0.841,278.02,1,1,48.8875,35.7188,2.9688
4/8/2025 8:00,665.3375,356.0938,118.9625,46.4437,315.75,34.0438,332.5625,1.7141,2.6609,2.8438,2.6234,-1.3508,-4.694,15.5717,15.4548,13.1752,4.1205,4.1971,1.748,30.4562,0.73,282.04,1,1,43.175,35.8125,0
4/8/2025 8:30,665.125,362.9688,122.4375,46.775,322.275,34.425,338.5,1.6109,2.6203,3.0234,2.5953,-1.3884,-4.8415,15.2679,15.133,12.9344,4.1962,4.2771,1.8071,29.6187,5.301,278.18,1,1,46.4562,35.7812,0
4/8/2025 9:00,665.0188,362.4688,122.8875,47.1687,322.475,34.825,338.625,1.6969,2.6062,2.9828,2.7188,-1.3097,-4.6915,15.3182,15.2207,13.0739,4.1516,4.2329,1.7935,29.8625,2.929,277.5,1,0,48.9125,35.8062,0
4/8/2025 9:30,523.9187,358,122.5875,47.3687,325.15,35.1562,336.5625,2.0812,3.3469,3.5859,2.8719,-0.9938,-3.2745,13.3731,13.3097,11.8539,2.6409,2.6693,1.1287,29.4062,19.071,291.66,1,0,50.0875,35.675,0
4/8/2025 10:00,460.9125,344.7812,120.725,47.7812,314,35.7938,323.75,2,3.6062,4.4812,3.4672,-1.0087,-3.0905,13.3715,13.2789,11.7631,2.4427,2.4829,1.0528,29.4688,19.828,302.06,1,0,45.3562,35.5938,0
4/8/2025 10:30,476.2125,345.9688,118.2375,47.9812,309.875,35.8937,322.5,2.3297,3.6766,4.1875,3.3656,-1.0358,-3.2005,13.3975,13.2951,11.8358,2.5932,2.6238,1.1239,29.9437,16.83,302.04,1,0,48.025,35.5312,0
4/8/2025 11:00,427.6562,339.2188,117.65,48.1125,309.65,36.2437,318.9688,2.2031,4.1562,4.5266,3.6,-0.9536,-2.768,13.3666,13.2854,11.8239,2.1907,2.2226,0.9603,29.4312,0.873,288.3,1,0,48.7812,35.4562,0
4/8/2025 11:30,264.9874,314.625,125.6375,48.1875,301.5,37.1187,303.4375,3.3,4.9156,5.1859,4.4797,-0.6473,-1.7435,12.7881,12.6874,11.7003,1.5826,1.6097,0.9984,29.4562,0.938,284.12,1,1,48.8,35.3438,8.6187
4/8/2025 12:00,266.475,308.1562,116.2375,48.3438,288.875,37.1625,293.375,3.925,5.9297,5.6344,4.5578,-0.6801,-1.885,13.0709,12.9653,11.8482,1.8897,1.9208,1.2132,29.4,0.815,269.36,1,1,48.2188,35.3625,0
4/8/2025 12:30,267.8562,305.6875,113.0375,47.975,286.225,36.85,291.0625,3.8172,5.6625,5.6094,5.0062,-0.6771,-1.9375,13.0205,12.9831,11.8128,1.9317,1.9684,1.2626,29.4562,0.784,264.26,1,1,47.4125,35.1625,13.8125
4/8/2025 13:00,449.1188,326.4688,108.3375,47.9937,292.275,35.7625,304.4062,2.35,4.1969,4.5,3.1984,-1.0214,-3.059,13.7404,13.6364,11.921,2.4882,2.5136,1.0609,30.4688,0.785,263.36,1,1,46.7062,35.0375,5.7875
4/8/2025 13:30,665.7625,360.25,119,48.5125,317.125,35.9625,334.4062,1.8703,2.6453,2.8219,2.5156,-1.3394,-4.69,15.6237,15.4856,13.1314,4.1966,4.2706,1.7979,28.8062,2.18,265.18,1,1,45.925,34.9875,0
4/8/2025 14:00,664.7,366.625,123.625,48.4312,324.35,35.8125,341.2188,1.8625,2.8922,2.9688,2.6031,-1.374,-4.7905,15.4596,15.3215,13.1931,4.2294,4.3121,1.8336,28.3,3.269,269.7,1,0,45.15,34.925,0
4/8/2025 14:30,664.7,367.125,124.8625,48.5437,325.9,36.0125,342.25,1.8187,2.7797,2.9516,2.5203,-1.3609,-4.7375,15.3849,15.2581,13.1644,4.2001,4.2784,1.8123,29.375,2.943,273.74,1,0,44.5812,34.8187,0
4/8/2025 15:00,665.3375,366.9062,125.275,48.5062,327.325,35.8625,342.75,1.675,2.775,3.0437,2.6937,-1.4296,-4.701,15.1687,15.0225,13.0168,4.138,4.2176,1.7557,29.975,0.855,274.92,1,0,44.1312,34.7375,0
4/8/2025 15:30,664.5938,367.9688,125.425,48.1812,327.85,35.6688,343.2812,1.5672,2.6047,3.0312,2.7359,-1.3057,-4.6065,15.3345,15.2126,13.1903,4.1594,4.2338,1.8207,29.9375,0.748,262.04,1,0,43.65,34.6812,0
4/8/2025 16:00,665.55,368.1562,125.5875,48.1812,328.2,35.525,343.5938,1.5953,2.3031,2.8703,2.7109,-1.3539,-4.6735,15.2467,15.1362,13.131,4.1787,4.2491,1.773,29.2938,0.76,263.2,1,0,43.3438,34.5562,0
4/8/2025 16:30,664.5938,367.9688,125.75,48.3187,328.25,35.65,343.5938,1.7219,2.6891,2.8547,2.5125,-1.3762,-4.686,15.0891,14.9819,13.0737,4.2198,4.2977,1.8198,30.5312,0.8,259.72,1,1,43.1937,34.5438,0
4/8/2025 17:00,663.425,363.3438,126.1625,48.0312,327.375,35.3187,342,1.6344,2.7484,2.9281,2.6172,-1.3355,-4.709,15.2711,15.0745,13.0893,4.1568,4.2299,1.7988,29.3687,11.802,279.68,1,1,43.0625,34.4875,0
4/8/2025 17:30,467.6062,343.9688,123.7125,47.2687,318.55,35.1937,327.3438,2.525,4.2375,4.1562,3.2312,-0.9662,-3.1165,13.4349,13.3341,11.8966,2.5534,2.5814,1.1292,28.7375,5.643,289.04,1,1,42.975,34.4562,0
4/8/2025 18:00,658.0062,356.125,121.3125,47.475,317.225,35.1063,333.25,1.5297,2.5,2.8969,2.4828,-1.4545,-4.7805,15.3053,15.1493,12.968,3.9529,4.0291,1.6726,29.7375,19.924,285.92,1,1,43.1437,34.5187,0
4/8/2025 18:30,659.7063,362.1875,123.475,46.9625,322.425,34.7188,338.25,1.5359,2.6797,2.9266,2.6937,-1.2917,-4.655,15.328,15.1834,13.037,4.1739,4.2421,1.8134,30.4937,0.803,281.56,1,1,43.6625,34.5625,0
4/8/2025 19:00,659.2812,363.5312,122.9125,46.775,322.75,34.5938,338.875,1.7922,2.8531,2.7703,2.6203,-1.4129,-4.7265,15.0046,14.873,12.8799,4.0881,4.1564,1.7445,28.2875,2.173,271.44,1,1,44.625,34.7125,0
4/8/2025 19:30,659.0687,364.375,123.2875,46.4875,324.575,34.475,339.625,1.7297,2.6016,2.875,2.6766,-1.3079,-4.591,14.8096,14.6812,12.7775,4.1708,4.2474,1.8292,29.4,4.824,279.72,1,1,45.3375,34.7,0
4/8/2025 20:00,658.4313,358.3125,122.275,45.7437,321.35,34.0875,335.9062,1.5281,2.5984,2.9344,2.6266,-1.3149,-4.6195,14.9429,14.8324,12.9082,4.082,4.1529,1.794,30.1125,5.603,277.62,1,1,45.9125,34.7437,0
4/8/2025 20:30,659.4938,358.0625,121.7125,45.6562,320.3,34.1,335.0625,1.5219,2.5281,2.8734,2.6172,-1.3591,-4.5895,14.9169,14.7983,12.8745,4.0457,4.1161,1.72,28.35,1.022,270,1,1,46.3625,34.8062,0
4/8/2025 21:00,658.9625,358.3438,121.3875,45.6312,320.35,33.7313,335.2188,1.6609,2.7703,3.2125,2.7469,-1.3145,-4.539,14.8584,14.7446,12.7526,4.0649,4.1463,1.7483,29.4375,0.824,260.12,1,1,46.825,34.9,0
4/8/2025 21:30,658.4313,358.25,121.2875,45.6812,320.625,33.5312,335.4688,1.7891,2.5953,2.9469,2.5953,-1.3324,-4.583,14.7885,14.6959,12.8049,4.082,4.1454,1.7636,28.325,0.923,261.26,1,1,47.3812,34.9562,0
4/8/2025 22:00,661.1937,358.9375,121.475,45.5062,321,33.575,335.75,1.6672,2.6047,2.8094,2.5984,-1.3626,-4.5725,14.7463,14.6423,12.7639,4.1091,4.1813,1.7572,29.5375,0.707,263.24,1,1,48.3937,34.9813,0
4/8/2025 22:30,660.5563,358.7188,121.5875,45.1937,321.6,33.6125,336.125,1.6734,2.6234,3,2.575,-1.3381,-4.5545,14.8551,14.7397,12.7564,4.0619,4.1328,1.752,28.2687,0.611,252.84,1,1,49.025,35.0187,0
4/8/2025 23:00,659.175,358.9688,121.9125,45.2125,322,33.6625,336.3438,1.7391,2.5406,2.8937,2.3562,-1.2769,-4.4745,14.6699,14.5691,12.7696,4.0951,4.1599,1.8043,29.3875,0.835,261.02,1,1,49.875,35.2437,0
4/8/2025 23:30,660.7688,355.6562,121.7125,44.9688,320.25,33.375,334.5,1.7172,2.7141,2.7281,2.65,-1.3198,-4.5265,14.5919,14.4879,12.7147,4.1319,4.1988,1.7953,29.8,3.266,283.6,1,0,44.1562,35.275,0
4/9/2025 0:00,460.0625,338.25,119.95,45.375,313.525,33.7313,321.9688,2.4219,4.0547,4.3094,3.5922,-0.8914,-2.87,13.1619,13.0595,11.709,2.5389,2.5696,1.199,30.3625,3.218,294.14,1,0,48.075,35.3563,0
4/9/2025 0:30,395.8875,323.875,117.3,45.0875,302.25,33.6875,309.0625,2.6891,4.5062,4.5844,3.9266,-0.8923,-2.562,13.0059,12.9766,11.8258,2.0839,2.1172,1.0406,29.9312,0.665,296.96,1,0,49.475,35.5375,12.9
4/9/2025 1:00,459.2125,328.8125,112.1625,44.5812,300.275,33.2437,310.2812,2.2844,4.0328,4.2875,3.5469,-0.9807,-2.935,13.2919,13.2074,11.7893,2.4265,2.4444,1.0817,30.1937,0.642,291.62,1,0,41.3438,35.6063,5.9375
4/9/2025 1:30,501.925,334.9062,112.4,44.55,303.475,32.9625,314.9688,2.1359,3.4891,3.7609,3.0812,-1.0043,-3.17,13.4771,13.3894,11.8425,2.6794,2.6916,1.1574,28.3375,8.141,289.72,1,0,46.6187,35.6812,0
4/9/2025 2:00,501.075,340.0938,114.075,44.6437,306.9,33.025,318.7188,2.0312,3.1656,3.8031,3.2578,-0.9991,-3.2165,13.6997,13.5941,12.0056,2.7341,2.7721,1.2152,28.9125,0.771,290.86,1,1,49.025,35.7812,0
4/9/2025 2:30,500.0125,336.4062,114.35,44.5562,306.05,32.95,317.3125,2.225,3.4984,3.6812,3.1156,-1.0376,-3.193,13.5649,13.456,11.9211,2.6921,2.7188,1.1817,28.7375,0.736,290.08,1,1,50.1187,35.9125,0
4/9/2025 3:00,458.6813,332.5938,114.025,44.3687,305.65,32.9937,315.25,2.2312,3.7969,4.0687,3.1453,-0.9321,-2.875,13.2025,13.0952,11.7326,2.3294,2.3565,1.041,29.9188,18.026,297.7,1,1,45.075,36.0438,0.675
4/9/2025 3:30,406.0875,327.7812,114.1,44.1812,301.85,33.0938,310.6562,2.8187,4.5781,4.8109,3.8156,-0.8984,-2.5445,13.1261,13.027,11.881,2.0222,2.0542,0.9944,28.35,0.699,287.9,1,1,48.5125,36.0187,26.025
4/9/2025 4:00,500.0125,336.0938,112.0125,44.1187,303.825,32.95,315.5625,2.2422,3.7422,3.9906,3.1359,-1.0104,-3.2185,13.7485,13.6461,11.9772,2.7126,2.7467,1.1878,29.6187,3.186,288.78,1,0,49.55,36.0875,2.025
